;chlorides;free sulfur dioxide;total sulfur dioxide;density
683;0.24;61.0;174.0;0.9948
684;0.052000000000000005;50.0;183.0;0.9923
685;0.051;54.0;201.0;0.9976
686;0.043;21.0;114.0;0.9938
687;0.29;22.0;193.0;0.9984
688;0.044000000000000004;61.0;222.0;0.9972
689;0.039;34.0;125.0;0.9922
690;0.043;25.0;136.0;0.9935
691;0.037000000000000005;36.0;198.0;0.9944
692;0.036000000000000004;36.0;191.0;0.9942
693;0.036000000000000004;34.0;185.0;0.9944
694;0.040999999999999995;51.0;225.0;0.9997
695;0.047;49.0;198.0;0.9977
696;0.022000000000000002;22.0;94.0;0.9912
697;0.039;62.0;204.0;0.9982
698;0.039;62.0;204.0;0.9982
699;0.042;62.0;204.0;0.9983
700;0.042;29.0;197.0;0.998
701;0.03;19.0;135.0;0.9894
702;0.042;20.0;84.0;0.9927
703;0.038;30.0;110.0;0.9917
704;0.037000000000000005;18.0;115.0;0.9904
705;0.032;13.0;41.0;0.993
706;0.040999999999999995;50.0;218.0;0.9941
707;0.046;57.0;166.0;0.9943
708;0.05;44.0;130.0;0.99855
709;0.044000000000000004;13.0;98.0;0.99345
710;0.046;51.0;172.0;0.998
711;0.035;31.0;128.0;0.9916
712;0.035;31.0;128.0;0.9916
713;0.04;57.0;213.0;0.99475
714;0.038;39.0;187.0;0.99325
715;0.038;41.0;150.0;0.9933
716;0.048;22.0;221.0;0.9969
717;0.042;34.0;157.0;1.0002
718;0.038;41.0;150.0;0.9933
719;0.042;35.0;127.0;0.9937
720;0.053;62.0;178.0;0.99685
721;0.046;15.0;182.0;0.99455
722;0.032;23.0;128.0;0.9917
723;0.02;29.0;89.0;0.99035
724;0.027999999999999997;23.0;122.0;0.9914
725;0.040999999999999995;35.0;136.0;0.99225
726;0.038;41.0;114.0;0.99155
727;0.057;19.0;101.0;0.9954
728;0.043;42.0;157.0;0.99455
729;0.185;12.0;188.0;0.9924
730;0.042;25.0;139.0;0.99695
731;0.044000000000000004;78.0;240.0;0.99655
732;0.022000000000000002;14.0;49.0;0.9934
733;0.052000000000000005;40.0;183.0;0.998
734;0.04;28.0;191.0;0.9971
735;0.038;15.0;129.0;0.9948
736;0.052000000000000005;40.0;183.0;0.998
737;0.04;28.0;191.0;0.9971
738;0.021;40.0;142.0;0.99215
739;0.038;15.0;129.0;0.9948
740;0.022000000000000002;5.0;19.0;0.9915
741;0.031;21.0;57.0;0.99115
742;0.03;26.0;136.0;0.9932
743;0.034;38.0;152.0;0.9977
744;0.040999999999999995;24.0;160.0;0.99535
745;0.022000000000000002;34.0;113.0;0.99165
746;0.033;31.0;253.0;0.9953
747;0.024;56.0;177.0;0.9928
748;0.049;44.0;176.0;0.9958
749;0.025;51.0;175.0;0.9928
750;0.024;56.0;177.0;0.9928
751;0.036000000000000004;78.0;167.0;0.9964
752;0.038;83.0;160.0;0.9987
753;0.033;31.0;253.0;0.9953
754;0.11;14.0;138.0;0.9932
755;0.032;32.0;107.0;0.9907
756;0.055999999999999994;45.0;175.0;0.99755
757;0.051;68.0;178.0;0.99935
758;0.051;55.0;136.0;0.9932
759;0.047;54.0;134.0;0.9932
760;0.049;44.0;176.0;0.9958
761;0.05;42.0;173.0;0.99585
762;0.057;55.0;247.0;1.00055
763;0.039;38.0;128.0;0.9985
764;0.042;36.0;168.0;0.99505
765;0.05;35.0;135.0;0.992
766;0.078;81.0;238.0;0.9988
767;0.027999999999999997;7.0;46.0;0.99175
768;0.043;41.0;113.0;0.9962
769;0.043;41.0;113.0;0.9962
770;0.045;29.0;120.0;0.9942
771;0.13;58.0;140.0;0.9927
772;0.135;61.0;144.0;0.9927
773;0.039;49.0;172.0;0.99985
774;0.035;28.0;124.0;0.997
775;0.115;29.0;104.0;0.9918
776;0.039;18.0;98.0;0.99215
777;0.052000000000000005;47.0;197.0;0.99865
778;0.053;59.0;178.0;0.9992
779;0.053;43.0;145.0;1.0006
780;0.042;7.0;55.0;0.99135
781;0.055999999999999994;44.0;213.0;0.99715
782;0.053;59.0;178.0;0.9992
783;0.053;43.0;145.0;1.0006
784;0.052000000000000005;47.0;197.0;0.99865
785;0.039;31.0;119.0;0.99815
786;0.04;31.0;117.0;0.99815
787;0.04;31.0;117.0;0.99815
788;0.037000000000000005;26.0;116.0;0.9949
789;0.039;31.0;119.0;0.99815
790;0.04;31.0;117.0;0.99815
791;0.033;28.0;92.0;0.99225
792;0.046;34.0;144.0;0.99445
793;0.033;28.0;92.0;0.99225
794;0.049;38.0;173.0;0.99335
795;0.05;37.0;157.0;0.99625
796;0.054000000000000006;42.0;215.0;0.9971
797;0.046;47.0;153.0;0.9983
798;0.040999999999999995;30.0;113.0;0.99445
799;0.036000000000000004;14.0;75.0;0.99085
800;0.036000000000000004;44.0;161.0;0.9977
801;0.048;61.0;222.0;0.9953
802;0.044000000000000004;57.0;220.0;0.99775
803;0.039;46.0;165.0;0.99795
804;0.032;24.0;112.0;0.99505
805;0.036000000000000004;44.0;161.0;0.9977
806;0.046;57.0;205.0;0.9975
807;0.046;55.0;204.0;0.99745
808;0.046;65.0;246.0;0.9976
809;0.046;57.0;206.0;0.99775
810;0.048;61.0;222.0;0.9953
811;0.063;17.0;120.0;0.9932
812;0.055;9.0;160.0;0.99405
813;0.045;44.0;166.0;1.0
814;0.07200000000000001;44.0;229.0;0.99785
815;0.04;24.0;125.0;0.9939
816;0.036000000000000004;7.0;77.0;0.9939
817;0.034;27.0;133.0;0.99675
818;0.04;24.0;125.0;0.9939
819;0.034;27.0;133.0;0.99675
820;0.021;24.0;85.0;0.98965
821;0.071;28.0;212.0;0.9971
822;0.053;34.0;104.0;0.99445
823;0.047;36.0;117.0;0.9945
824;0.036000000000000004;7.0;77.0;0.9939
825;0.042;36.0;167.0;0.9958
826;0.046;24.0;155.0;0.9956
827;0.031;27.0;139.0;0.99055
828;0.044000000000000004;20.0;90.0;0.9959
829;0.043;21.0;90.0;0.9925
830;0.06;34.0;110.0;0.9963
831;0.037000000000000005;34.0;161.0;0.9935
832;0.044000000000000004;34.0;108.0;0.99105
833;0.035;27.0;82.0;0.99045
834;0.06;34.0;110.0;0.9963
835;0.04;34.0;108.0;0.99155
836;0.034;30.0;177.0;0.99085
837;0.034;30.0;177.0;0.99085
838;0.034;30.0;177.0;0.99085
839;0.034;12.0;126.0;0.9924
840;0.036000000000000004;12.0;126.0;0.9924
841;0.044000000000000004;35.0;169.0;0.99975
842;0.044000000000000004;35.0;169.0;0.99975
843;0.036000000000000004;33.0;101.0;0.99315
844;0.034;29.0;118.0;0.9917
845;0.034;29.0;118.0;0.9917
846;0.035;62.0;153.0;0.99845
847;0.026000000000000002;17.0;73.0;0.9921
848;0.044000000000000004;35.0;169.0;0.99975
849;0.03;30.0;105.0;0.9909
850;0.036000000000000004;33.0;101.0;0.99315
851;0.042;58.0;166.0;0.99855
852;0.036000000000000004;40.0;117.0;0.9934
853;0.039;41.0;151.0;0.9978
854;0.036000000000000004;40.0;117.0;0.9934
855;0.038;30.0;116.0;0.9949
856;0.042;58.0;166.0;0.99855
857;0.042;59.0;169.0;0.9986
858;0.038;60.0;149.0;0.99725
859;0.17;60.0;166.0;0.9946
860;0.03;38.0;103.0;0.99255
861;0.040999999999999995;57.0;182.0;0.9996
862;0.027999999999999997;33.0;163.0;0.9939
863;0.028999999999999998;24.0;111.0;0.99
864;0.027999999999999997;34.0;163.0;0.9937
865;0.021;26.0;117.0;0.9886
866;0.036000000000000004;40.0;117.0;0.9934
867;0.042;41.0;143.0;1.0
868;0.04;49.0;173.0;0.9994
869;0.037000000000000005;37.0;97.0;0.9926
870;0.08;11.0;159.0;0.9956
871;0.039;41.0;151.0;0.9978
872;0.03;24.0;125.0;0.9915
873;0.037000000000000005;5.0;33.0;0.9939
874;0.028999999999999998;10.0;64.0;0.9932
875;0.037000000000000005;28.0;141.0;0.993
876;0.018000000000000002;57.0;119.0;0.9898
877;0.11900000000000001;33.0;104.0;0.9921
878;0.126;37.0;110.0;0.9932
879;0.037000000000000005;18.0;111.0;0.9919
880;0.037000000000000005;28.0;141.0;0.993
881;0.04;9.0;121.0;0.9953
882;0.022000000000000002;22.0;125.0;0.9928
883;0.022000000000000002;22.0;125.0;0.9928
884;0.035;38.0;236.0;0.9976
885;0.024;20.0;105.0;0.9906
886;0.04;39.0;173.0;0.9918
887;0.044000000000000004;34.0;90.0;0.99185
888;0.04;39.0;173.0;0.9918
889;0.044000000000000004;34.0;90.0;0.99185
890;0.046;43.0;166.0;0.9940000000000001
891;0.031;40.0;114.0;0.9908
892;0.036000000000000004;38.0;114.0;0.9928
893;0.037000000000000005;33.0;128.0;0.9896
894;0.031;40.0;114.0;0.9908
895;0.043;17.0;67.0;0.9918
896;0.047;52.0;242.0;0.9952
897;0.044000000000000004;12.0;87.0;0.9923
898;0.039;13.0;67.0;0.9915
899;0.047;52.0;242.0;0.9952
900;0.052000000000000005;30.0;145.0;0.9947
901;0.046;26.0;113.0;0.9983
902;0.048;63.0;229.0;0.9975
903;0.047;60.0;206.0;0.995
904;0.055999999999999994;49.0;159.0;0.9944
905;0.047;9.0;101.0;0.9940000000000001
906;0.048;8.0;72.0;0.9944
907;0.036000000000000004;30.0;124.0;0.9908
908;0.054000000000000006;23.0;159.0;0.99795
909;0.049;46.0;217.0;0.9985
910;0.04;24.0;144.0;0.99425
911;0.042;22.0;143.0;0.99425
912;0.040999999999999995;22.0;145.0;0.9943
913;0.038;11.0;30.0;0.9924
914;0.05;11.5;88.0;0.9946
915;0.038;11.0;30.0;0.9924
916;0.042;36.0;137.0;0.995
917;0.037000000000000005;23.0;124.0;0.9919
918;0.031;27.0;107.0;0.99
919;0.04;20.0;107.0;0.9923
920;0.057;59.0;144.0;0.9956
921;0.036000000000000004;56.0;153.0;0.9978
922;0.036000000000000004;56.0;153.0;0.9978
923;0.044000000000000004;69.0;215.0;0.9967
924;0.044000000000000004;50.0;152.0;0.9934
925;0.047;13.0;100.0;0.9936
926;0.042;26.0;80.0;0.9932
927;0.057;52.0;173.0;0.9934
928;0.055;47.0;179.0;0.998
929;0.044000000000000004;42.0;115.0;0.9978
930;0.017;21.0;84.0;0.9929
931;0.033;64.0;230.0;0.9974
932;0.046;80.0;225.0;0.99685
933;0.037000000000000005;58.0;205.0;0.99495
934;0.039;64.0;233.0;0.99745
935;0.040999999999999995;61.0;230.0;0.99505
936;0.048;10.0;67.0;0.992
937;0.044000000000000004;42.0;115.0;0.9978
938;0.044000000000000004;56.0;244.0;0.9956
939;0.044000000000000004;39.0;194.0;0.9982
940;0.034;40.0;197.0;0.99485
941;0.037000000000000005;61.0;212.0;0.9971
942;0.039;27.0;88.0;0.99265
943;0.03;31.0;135.0;0.9904
944;0.051;16.0;131.0;0.9965
945;0.057999999999999996;28.0;105.0;0.9946
946;0.047;55.0;205.0;0.99965
947;0.039;24.0;147.0;0.9935
948;0.048;10.0;57.0;0.996
949;0.034;8.0;84.0;0.9942
950;0.043;15.0;134.0;0.9936
951;0.035;26.0;143.0;0.9965
952;0.027999999999999997;14.0;99.0;0.9928
953;0.042;39.0;117.0;0.9928
954;0.035;26.0;143.0;0.9965
955;0.043;15.0;134.0;0.9936
956;0.042;13.0;133.0;0.9938
957;0.040999999999999995;25.0;79.0;0.9926
958;0.039;25.0;78.0;0.9926
959;0.05;38.0;174.0;0.9983
960;0.05;38.0;174.0;0.9983
961;0.037000000000000005;34.0;101.0;0.992
962;0.05;38.0;174.0;0.9983
963;0.023;23.0;112.0;0.9923
964;0.034;36.0;152.0;0.9972
965;0.035;14.0;101.0;0.9928
966;0.040999999999999995;43.0;188.0;0.9928
967;0.039;38.0;153.0;0.9994
968;0.027999999999999997;23.0;93.0;0.991
969;0.019;18.0;68.0;0.9906
970;0.017;25.0;102.0;0.9894
971;0.02;24.0;110.0;0.9898
972;0.039;38.0;153.0;0.9994
973;0.027999999999999997;23.0;93.0;0.991
974;0.046;14.0;114.0;0.9925
975;0.054000000000000006;22.0;111.0;0.9956
976;0.057999999999999996;47.0;131.0;0.9946
977;0.05;53.0;189.0;0.9966
978;0.037000000000000005;32.0;155.0;0.9951
979;0.15;10.0;54.0;0.9927
980;0.152;9.0;55.0;0.9927
981;0.037000000000000005;32.0;155.0;0.9951
982;0.027000000000000003;15.0;72.0;0.9894
983;0.026000000000000002;21.0;77.0;0.9907
984;0.043;63.0;149.0;0.9925
985;0.05;29.0;122.0;0.9928
986;0.054000000000000006;44.0;161.0;0.9941
987;0.053;45.0;163.0;0.9941
988;0.043;63.0;149.0;0.9925
989;0.036000000000000004;8.0;117.0;0.9935
990;0.04;41.0;143.0;0.9932
991;0.046;7.0;69.0;0.9944
992;0.049;75.0;217.0;0.9972
993;0.046;9.0;62.0;0.9940000000000001
994;0.04;24.0;187.0;0.9956
995;0.046;27.0;154.0;0.9927
996;0.046;6.0;29.0;0.9924
997;0.062;33.0;152.0;0.9966
998;0.055999999999999994;43.0;184.0;0.9997
999;0.046;47.0;165.0;0.9936
1000;0.05;16.0;84.0;0.9936
1001;0.045;61.0;216.0;0.9952
1002;0.045;60.0;221.0;0.9952
1003;0.063;18.0;136.0;0.9928
1004;0.038;40.0;153.0;0.9911
1005;0.044000000000000004;18.0;91.0;0.993
1006;0.038;40.0;153.0;0.9911
1007;0.052000000000000005;30.0;79.0;0.9932
1008;0.059000000000000004;45.0;199.0;0.993
1009;0.055;32.0;146.0;0.993
1010;0.043;25.0;109.0;0.9932
1011;0.048;60.0;173.0;0.9932
1012;0.057;31.0;98.0;0.9943
1013;0.048;62.0;210.0;0.9968
1014;0.064;63.0;162.0;0.9994
1015;0.036000000000000004;19.0;113.0;0.9926
1016;0.071;44.0;136.0;0.9968
1017;0.043;25.0;109.0;0.9932
1018;0.045;47.0;157.0;0.9916
1019;0.049;56.0;189.0;0.9946
1020;0.040999999999999995;35.0;125.0;0.9925
1021;0.040999999999999995;35.0;125.0;0.9925
1022;0.019;54.0;188.0;0.9935
1023;0.06;48.0;174.0;0.9962
1024;0.08800000000000001;23.0;185.0;0.9928
1025;0.039;38.0;123.0;0.993
1026;0.042;47.0;140.0;0.993
1027;0.04;13.0;60.0;0.9956
1028;0.052000000000000005;51.0;128.0;0.9941
1029;0.05;50.0;245.0;0.9972
1030;0.054000000000000006;24.0;166.0;0.9948
1031;0.047;45.0;232.0;0.9955
1032;0.055;44.5;234.0;0.9972
1033;0.055;44.5;234.0;0.9972
1034;0.244;33.0;227.0;0.9983
1035;0.04;39.0;148.0;0.9942
1036;0.06;18.0;75.0;0.9936
1037;0.044000000000000004;11.0;77.0;0.9956
1038;0.034;33.0;104.0;0.9953
1039;0.035;13.0;102.0;0.9918
1040;0.047;17.0;138.0;0.995
1041;0.039;19.0;75.0;0.992
1042;0.043;18.0;104.0;0.9952
1043;0.048;55.0;243.0;1.001
1044;0.049;23.0;94.0;0.9924
1045;0.05;24.0;92.0;0.9932
1046;0.046;23.0;107.0;0.9937
1047;0.028999999999999998;5.0;61.0;0.9918
1048;0.038;15.0;75.0;0.9934
1049;0.035;36.0;116.0;0.991
1050;0.048;29.0;152.0;0.9962
1051;0.13699999999999998;52.0;123.0;0.9932
1052;0.035;18.0;86.0;0.9908
1053;0.05;17.0;119.0;0.9962
1054;0.028999999999999998;5.0;61.0;0.9918
1055;0.049;29.0;111.0;0.9941
1056;0.06;26.0;111.0;0.9931
1057;0.09300000000000001;35.0;197.0;0.9981
1058;0.06;26.0;111.0;0.9931
1059;0.077;48.0;166.0;0.9944
1060;0.054000000000000006;30.0;121.0;0.992
1061;0.07;45.0;185.0;0.9966
1062;0.079;35.5;216.0;0.9956
1063;0.073;36.0;202.0;0.9956
1064;0.07200000000000001;48.0;159.0;0.9949
1065;0.054000000000000006;32.0;126.0;1.0002
1066;0.048;62.0;172.0;0.9942
1067;0.037000000000000005;33.0;125.0;0.9923
1068;0.024;9.0;87.0;0.9917
1069;0.031;38.0;147.0;0.9931
1070;0.04;32.0;166.0;0.992
1071;0.054000000000000006;32.0;126.0;1.0002
1072;0.036000000000000004;28.0;118.0;0.9953
1073;0.048;25.0;192.0;0.9951
1074;0.049;27.0;186.0;0.9974
1075;0.033;28.0;124.0;0.9904
1076;0.048;42.0;180.0;0.9974
1077;0.037000000000000005;43.0;132.0;0.9944
1078;0.051;56.0;197.0;1.0004
1079;0.046;29.0;227.0;0.9952
1080;0.059000000000000004;31.0;118.0;0.9956
1081;0.038;52.0;155.0;0.995
1082;0.038;52.0;155.0;0.995
1083;0.048;43.0;190.0;0.9995
1084;0.035;29.0;142.0;0.9942
1085;0.040999999999999995;58.0;160.0;0.9977
1086;0.027000000000000003;21.0;128.0;0.992
1087;0.037000000000000005;39.0;123.0;0.992
1088;0.048;43.0;190.0;0.9995
1089;0.034;17.0;127.0;0.9934
1090;0.049;62.0;213.0;1.0006
1091;0.048;35.0;178.0;0.9982
1092;0.069;24.0;156.0;0.9928
1093;0.038;29.0;132.0;0.9945
1094;0.045;52.0;183.0;0.9963
1095;0.033;25.0;97.0;0.9906
1096;0.04;44.0;139.0;0.9956
1097;0.035;29.0;142.0;0.9942
1098;0.039;32.0;120.0;0.9962
1099;0.025;12.0;120.0;0.9894
1100;0.038;52.0;155.0;0.995
1101;0.027999999999999997;45.0;107.0;0.9908
1102;0.033;59.0;148.0;0.9914
1103;0.036000000000000004;6.0;117.0;0.9938
1104;0.040999999999999995;58.0;160.0;0.9977
1105;0.027999999999999997;25.0;191.0;0.9922
1106;0.027000000000000003;21.0;128.0;0.992
1107;0.028999999999999998;27.0;87.0;0.9903
1108;0.024;13.0;76.0;0.9893
1109;0.054000000000000006;18.0;151.0;0.9952
1110;0.028999999999999998;27.0;87.0;0.9903
1111;0.04;15.0;96.0;0.9912
1112;0.053;55.0;177.0;0.9983
1113;0.047;22.0;102.0;0.9937
1114;0.047;5.0;26.0;0.9932
1115;0.047;33.0;96.0;0.9928
1116;0.04;11.0;64.0;0.9922
1117;0.037000000000000005;33.0;216.0;0.9976
1118;0.04;11.0;64.0;0.9922
1119;0.042;26.0;138.0;0.9974
1120;0.051;34.0;106.0;0.998
1121;0.047;30.0;117.0;0.9931
1122;0.04;40.0;89.0;0.9911
1123;0.042;11.0;124.0;0.9944
1124;0.044000000000000004;19.0;135.0;0.9937
1125;0.047;33.0;182.0;0.9974
1126;0.038;73.0;166.0;0.9890000000000001
1127;0.042;24.0;99.0;0.992
1128;0.047;21.0;100.0;0.9928
1129;0.031;33.0;117.0;0.9918
1130;0.048;36.0;159.0;0.9936
1131;0.047;24.0;128.0;0.9944
1132;0.043;28.0;162.0;0.9988
1133;0.053;27.0;114.0;0.9940000000000001
1134;0.042;19.0;127.0;0.9953
1135;0.048;30.0;161.0;0.9986
1136;0.027000000000000003;70.0;178.0;0.9914
1137;0.031;70.0;170.0;0.9934
1138;0.057999999999999996;39.0;133.0;0.996
1139;0.034;26.0;91.0;0.9937
1140;0.076;17.0;57.0;0.9921
1141;0.052000000000000005;30.0;146.0;0.998
1142;0.057999999999999996;39.0;133.0;0.996
1143;0.048;27.0;131.0;0.9933
1144;0.047;27.0;132.0;0.9933
1145;0.040999999999999995;71.0;223.0;0.9959
1146;0.031;15.0;151.0;0.9936
1147;0.040999999999999995;12.0;188.0;0.9953
1148;0.025;29.0;111.0;0.9938
1149;0.038;61.0;220.0;0.9952
1150;0.042;69.0;219.0;0.9959
1151;0.040999999999999995;71.0;223.0;0.9959
1152;0.042;24.0;79.0;0.9937
1153;0.035;26.0;102.0;0.992
1154;0.037000000000000005;37.0;171.0;0.9967
1155;0.034;26.0;172.0;0.9944
1156;0.054000000000000006;23.0;135.0;0.9998
1157;0.054000000000000006;23.0;135.0;0.9998
1158;0.201;73.5;189.5;0.9942
1159;0.054000000000000006;23.0;135.0;0.9998
1160;0.055;50.0;153.0;0.9945
1161;0.054000000000000006;23.0;135.0;0.9998
1162;0.043;29.0;151.0;0.9946
1163;0.201;73.5;189.5;0.9942
1164;0.057;15.0;73.0;0.9928
1165;0.03;34.0;129.0;0.9946
1166;0.039;13.0;82.0;0.9927
1167;0.044000000000000004;22.0;113.0;0.9938
1168;0.037000000000000005;21.0;74.0;0.9918
1169;0.055;50.0;153.0;0.9945
1170;0.062;20.0;115.0;0.9966
1171;0.03;15.0;118.0;0.9954
1172;0.036000000000000004;10.0;119.0;0.9913
1173;0.045;31.0;101.0;0.9931
1174;0.036000000000000004;49.0;214.0;0.9986
1175;0.042;57.0;173.0;0.9965
1176;0.039;29.0;198.0;0.9984
1177;0.042;19.0;189.0;0.9952
1178;0.036000000000000004;35.0;167.0;0.9956
1179;0.044000000000000004;31.0;109.0;0.9949
1180;0.03;15.0;118.0;0.9954
1181;0.028999999999999998;20.0;125.0;0.996
1182;0.045;31.0;101.0;0.9931
1183;0.025;33.0;134.0;0.992
1184;0.033;40.0;138.0;0.9912
1185;0.065;65.0;225.0;0.9978
1186;0.048;22.0;184.0;0.9938
1187;0.026000000000000002;40.0;104.0;0.9914
1188;0.037000000000000005;45.0;143.0;0.9932
1189;0.068;5.0;55.0;0.9944
1190;0.036000000000000004;10.0;119.0;0.9913
1191;0.024;36.0;135.0;0.9948
1192;0.07400000000000001;29.0;107.0;0.998
1193;0.042;44.5;129.5;0.9998
1194;0.025;36.0;216.0;0.9964
1195;0.038;53.0;141.0;0.9992
1196;0.024;36.0;135.0;0.9948
1197;0.042;44.5;129.5;0.9998
1198;0.07400000000000001;29.0;107.0;0.998
1199;0.02;14.0;93.0;0.9939
1200;0.027000000000000003;37.0;93.0;0.992
1201;0.027999999999999997;26.0;75.0;0.9922
1202;0.046;35.0;192.0;0.9955
1203;0.049;10.0;97.0;0.9917
1204;0.049;10.0;97.0;0.9917
1205;0.047;11.0;200.0;0.9954
1206;0.037000000000000005;61.0;171.0;0.9986
1207;0.046;35.0;192.0;0.9955
1208;0.031;48.0;134.0;0.9917
1209;0.03;30.0;125.0;0.9907
1210;0.042;14.0;59.0;0.9922
1211;0.064;28.0;188.0;0.9958
1212;0.04;32.0;155.0;0.993
1213;0.049;10.0;97.0;0.9917
1214;0.033;11.0;59.0;0.9926
1215;0.045;41.0;169.0;0.9959
1216;0.034;17.0;93.0;0.9906
1217;0.301;24.0;220.0;0.9993
1218;0.027000000000000003;25.0;126.0;0.993
1219;0.034;17.0;93.0;0.9906
1220;0.044000000000000004;15.5;217.5;0.992
1221;0.034;50.0;127.0;0.992
1222;0.038;21.0;115.0;0.9940000000000001
1223;0.045;41.0;169.0;0.9959
1224;0.033;29.0;102.0;0.9908
1225;0.023;19.0;87.0;0.9902
1226;0.033;29.0;102.0;0.9908
1227;0.039;20.0;110.0;0.9943
1228;0.047;25.0;109.0;0.9921
1229;0.033;18.0;96.0;0.9911
1230;0.043;46.0;238.0;0.9986
1231;0.03;40.0;114.0;0.992
1232;0.033;27.0;93.0;0.992
1233;0.037000000000000005;29.0;131.0;0.9943
1234;0.043;47.0;155.0;0.9937
1235;0.036000000000000004;46.0;195.0;0.993
1236;0.023;19.0;87.0;0.9902
1237;0.024;35.0;116.0;0.9928
1238;0.040999999999999995;35.0;128.0;0.9896
1239;0.042;28.0;164.0;0.998
1240;0.040999999999999995;44.0;178.0;0.9954
1241;0.036000000000000004;33.0;187.0;0.9938
1242;0.033;36.0;141.0;0.9918
1243;0.040999999999999995;35.0;128.0;0.9896
1244;0.037000000000000005;23.0;131.0;0.9944
1245;0.042;62.0;233.0;0.9999
1246;0.055;41.0;167.0;0.9953
1247;0.046;25.0;80.0;0.992
1248;0.045;20.0;73.0;0.9925
1249;0.051;46.0;195.0;0.9981
1250;0.034;48.0;160.0;0.9952
1251;0.049;28.0;150.0;0.9927
1252;0.047;24.0;152.0;0.9927
1253;0.037000000000000005;52.0;165.0;0.9911
1254;0.138;58.0;150.0;0.9936
1255;0.057;29.0;104.0;0.9959
1256;0.046;28.0;157.0;0.9946
1257;0.036000000000000004;88.0;223.0;0.9948
1258;0.034;65.0;212.0;0.9955
1259;0.036000000000000004;64.0;245.0;0.9951
1260;0.037000000000000005;63.0;236.0;0.9952
1261;0.05;31.0;156.0;0.9946
1262;0.046;28.0;157.0;0.9946
1263;0.039;77.5;223.0;0.9944
1264;0.036000000000000004;15.0;73.0;0.9938
1265;0.059000000000000004;36.0;174.0;0.9963
1266;0.027999999999999997;36.0;116.0;0.991
1267;0.044000000000000004;45.0;163.0;1.0003
1268;0.04;21.0;145.0;0.9966
1269;0.048;55.0;190.0;0.9993
1270;0.044000000000000004;45.0;163.0;1.0003
1271;0.037000000000000005;23.0;126.0;0.9938
1272;0.16899999999999998;32.0;162.0;0.9965
1273;0.037000000000000005;23.0;126.0;0.9938
1274;0.048;55.0;190.0;0.9993
1275;0.064;20.0;132.0;0.9938
1276;0.044000000000000004;45.0;163.0;1.0003
1277;0.04;21.0;145.0;0.9966
1278;0.083;10.0;133.0;0.9942
1279;0.025;14.0;153.0;0.9928
1280;0.026000000000000002;29.0;140.0;0.991
1281;0.027999999999999997;26.0;168.0;0.9911
1282;0.039;51.0;147.0;0.9977
1283;0.026000000000000002;50.0;151.0;0.9927
1284;0.027999999999999997;26.0;168.0;0.9911
1285;0.026000000000000002;29.0;140.0;0.991
1286;0.05;40.0;147.0;0.9912
1287;0.032;35.0;110.0;0.9907
1288;0.028999999999999998;29.0;109.0;0.9902
1289;0.034;15.0;78.0;0.992
1290;0.033;16.0;98.0;0.9940000000000001
1291;0.038;54.0;191.0;0.9966
1292;0.037000000000000005;14.0;79.0;0.993
1293;0.03;10.0;102.0;0.993
1294;0.031;10.0;102.0;0.993
1295;0.038;54.0;191.0;0.9966
1296;0.045;30.0;131.0;0.9942
1297;0.045;29.0;122.0;0.9925
1298;0.04;45.0;163.0;0.9925
1299;0.042;45.0;166.0;0.9928
1300;0.045;52.0;159.0;0.995
1301;0.032;51.0;176.0;0.9939
1302;0.067;39.0;212.0;0.9958
1303;0.035;60.0;163.0;0.9952
1304;0.038;61.0;228.0;1.0
1305;0.05;17.0;114.0;0.9948
1306;0.047;34.0;105.0;0.99
1307;0.049;23.0;142.0;0.9958
1308;0.046;22.0;130.0;0.9948
1309;0.049;14.0;94.0;0.9949
1310;0.040999999999999995;37.0;142.0;0.997
1311;0.039;37.0;116.0;0.9927
1312;0.04;16.0;160.0;0.9938
1313;0.046;14.0;186.0;0.9949
1314;0.04;46.0;169.0;0.9953
1315;0.044000000000000004;63.0;162.0;0.997
1316;0.026000000000000002;40.0;190.0;0.9932
1317;0.039;21.0;177.0;0.9927
1318;0.044000000000000004;25.0;96.0;0.9932
1319;0.038;59.0;234.0;0.9955
1320;0.044000000000000004;6.0;114.0;0.9914
1321;0.027999999999999997;17.0;114.0;0.991
1322;0.037000000000000005;28.0;152.0;0.992
1323;0.09300000000000001;40.0;161.0;0.9924
1324;0.043;21.0;182.0;0.9927
1325;0.04;28.0;114.0;0.9911
1326;0.042;33.0;168.0;0.9958
1327;0.047;44.0;167.0;0.9928
1328;0.027999999999999997;13.0;81.0;0.9902
1329;0.052000000000000005;20.0;104.0;0.9940000000000001
1330;0.05;24.0;108.0;0.9940000000000001
1331;0.057999999999999996;24.0;110.0;0.9972
1332;0.05;69.0;210.0;1.0004
1333;0.034;62.0;180.0;0.991
1334;0.048;26.0;107.0;0.9918
1335;0.047;60.0;189.0;0.995
1336;0.042;38.0;161.0;0.9941
1337;0.048;40.0;251.0;0.9956
1338;0.048;40.0;251.0;0.9956
1339;0.033;37.0;116.0;0.9959
1340;0.04;50.0;121.0;0.9922
1341;0.028999999999999998;13.0;151.0;0.9931
1342;0.033;37.0;116.0;0.9959
1343;0.059000000000000004;52.0;181.0;0.9984
1344;0.040999999999999995;51.0;165.0;0.9908
1345;0.043;36.0;113.0;0.991
1346;0.039;46.0;163.0;0.9928
1347;0.039;35.0;162.0;0.9936
